user_id,gender,age_range,year,month,day,had_drinks,number_of_drinks
5,male,40,2015,1,19,No,0
4,male,40,2015,1,19,No,0
1,male,40,2015,1,19,No,0
19,male,40,2015,1,19,No,0
21,female,30,2015,1,19,No,0
10,female,40,2015,1,19,Yes,1
31,female,40,2015,1,19,No,0
19,male,40,2015,1,20,No,0
10,female,40,2015,1,20,Yes,6
5,male,40,2015,1,20,No,0
4,male,40,2015,1,20,Yes,3
45,female,40,2015,1,20,No,0
21,female,30,2015,1,20,No,0
31,female,40,2015,1,20,No,0
55,female,30,2015,1,20,No,0
15,female,70,2015,1,21,No,0
19,male,40,2015,1,21,No,0
10,female,40,2015,1,21,No,0
5,male,40,2015,1,21,No,0
45,female,40,2015,1,21,No,0
4,male,40,2015,1,21,No,0
69,female,60,2015,1,21,No,0
10,female,40,2015,1,22,Yes,3
19,male,40,2015,1,22,No,0
4,male,40,2015,1,22,Yes,3
5,male,40,2015,1,22,No,0
15,female,70,2015,1,22,No,0
4,male,40,2015,1,23,No,0
5,male,40,2015,1,23,No,0
19,male,40,2015,1,23,No,0
3,male,40,2015,1,23,Yes,4
21,female,30,2015,1,23,No,0
15,female,70,2015,1,23,Yes,1
127,female,30,2015,1,23,Yes,1
126,male,30,2015,1,23,No,0
128,male,40,2015,1,23,Yes,1
125,female,40,2015,1,23,No,0
130,male,40,2015,1,23,No,0
19,male,40,2015,1,24,No,0
130,male,40,2015,1,24,Yes,1
125,female,40,2015,1,24,Yes,1
69,female,60,2015,1,24,Yes,1
138,female,40,2015,1,24,No,0
127,female,30,2015,1,24,No,0
4,male,40,2015,1,24,Yes,1
5,male,40,2015,1,24,No,0
126,male,30,2015,1,24,No,0
19,male,40,2015,1,25,No,0
138,female,40,2015,1,25,No,0
142,female,99,2015,1,25,No,0
127,female,30,2015,1,25,No,0
118,female,40,2015,1,25,No,0
69,female,60,2015,1,25,No,0
117,female,50,2015,1,26,Yes,1
138,female,40,2015,1,26,No,0
10,female,40,2015,1,26,No,0
120,female,60,2015,1,26,No,0
1,male,40,2015,1,26,No,0
127,female,30,2015,1,26,No,0
142,female,99,2015,1,26,No,0
69,female,60,2015,1,26,No,0
126,male,30,2015,1,27,No,0
10,female,40,2015,1,27,No,0
142,female,99,2015,1,27,No,0
156,male,30,2015,1,27,Yes,6
127,female,30,2015,1,27,No,0
15,female,70,2015,1,28,Yes,1
156,male,30,2015,1,28,No,0
10,female,40,2015,1,28,No,0
127,female,30,2015,1,28,No,0
19,male,40,2015,1,28,No,0
15,female,70,2015,1,29,No,0
4,male,40,2015,1,29,No,0
156,male,30,2015,1,29,Yes,2
10,female,40,2015,1,29,No,0
127,female,30,2015,1,29,No,0
84,female,70,2015,1,29,No,0
12,female,30,2015,1,30,Yes,2
15,female,70,2015,1,30,No,0
127,female,30,2015,1,30,No,0
84,female,70,2015,1,30,No,0
69,female,60,2015,1,31,Yes,1
19,male,40,2015,1,31,No,0
15,female,70,2015,1,31,No,0
69,female,60,2015,1,31,Yes,1
31,female,40,2015,2,1,No,0
69,female,60,2015,2,1,Yes,1
199,female,30,2015,2,2,No,0
201,male,30,2015,2,2,No,0
127,female,30,2015,2,2,No,0
4,male,40,2015,2,3,No,0
199,female,30,2015,2,3,No,0
19,male,40,2015,2,3,No,0
94,female,70,2015,2,3,No,0
84,female,70,2015,2,3,Yes,1
15,female,70,2015,2,3,Yes,1
181,male,40,2015,2,3,No,0
201,male,30,2015,2,3,No,0
5,male,40,2015,2,3,Yes,1
201,male,30,2015,2,4,No,0
199,female,30,2015,2,4,No,0
10,female,40,2015,2,4,Yes,1
84,female,70,2015,2,4,Yes,1
15,female,70,2015,2,4,No,0
181,male,40,2015,2,4,No,0
200,male,30,2015,2,4,No,0
4,male,40,2015,2,4,No,0
201,male,30,2015,2,5,No,0
200,male,30,2015,2,5,No,0
181,male,40,2015,2,5,No,0
10,female,40,2015,2,5,Yes,4
127,female,30,2015,2,5,No,0
201,male,30,2015,2,6,No,0
171,male,50,2015,2,6,No,0
218,male,30,2015,2,6,No,0
127,female,30,2015,2,6,Yes,1
5,male,40,2015,2,6,No,0
5,male,40,2015,2,7,No,0
201,male,30,2015,2,7,No,0
218,male,30,2015,2,7,No,0
127,female,30,2015,2,7,No,0
5,male,40,2015,2,8,No,0
201,male,30,2015,2,8,No,0
218,male,30,2015,2,8,No,0
199,female,30,2015,2,8,Yes,1
127,female,30,2015,2,8,No,0
201,male,30,2015,2,9,No,0
218,male,30,2015,2,9,No,0
87,female,30,2015,2,9,No,0
127,female,30,2015,2,9,No,0
5,male,40,2015,2,9,No,0
201,male,30,2015,2,10,No,0
4,male,40,2015,2,10,Yes,1
4,male,40,2015,2,10,Yes,1
4,male,40,2015,2,10,Yes,1
4,male,40,2015,2,10,Yes,1
200,male,30,2015,2,10,No,0
218,male,30,2015,2,10,No,0
181,male,40,2015,2,10,No,0
230,male,30,2015,2,10,No,0
87,female,30,2015,2,10,No,0
233,female,30,2015,2,10,No,0
5,male,40,2015,2,10,No,0
127,female,30,2015,2,10,No,0
200,male,30,2015,2,11,No,0
199,female,30,2015,2,11,No,0
5,male,40,2015,2,11,No,0
239,male,40,2015,2,11,Yes,2
4,male,40,2015,2,11,Yes,1
4,male,40,2015,2,11,Yes,1
218,male,30,2015,2,11,No,0
87,female,30,2015,2,11,No,0
201,male,30,2015,2,11,No,0
127,female,30,2015,2,11,No,0
4,male,40,2015,2,12,No,0
201,male,30,2015,2,12,No,0
87,female,30,2015,2,12,Yes,3
199,female,30,2015,2,12,No,0
127,female,30,2015,2,12,No,0
4,male,40,2015,2,13,Yes,2
246,female,30,2015,2,13,Yes,2
247,male,30,2015,2,13,Yes,2
201,male,30,2015,2,13,No,0
87,female,30,2015,2,13,Yes,10
127,female,30,2015,2,13,No,0
246,female,30,2015,2,14,Yes,2
201,male,30,2015,2,14,No,0
248,male,70,2015,2,14,No,0
5,male,40,2015,2,14,Yes,1
249,female,40,2015,2,14,No,0
127,female,30,2015,2,14,Yes,1
87,female,30,2015,2,14,Yes,1
201,male,30,2015,2,15,No,0
246,female,30,2015,2,15,No,0
87,female,30,2015,2,15,Yes,1
5,male,40,2015,2,15,Yes,1
95,male,30,2015,2,15,No,0
127,female,30,2015,2,15,No,0
257,male,30,2015,2,15,No,0
257,male,30,2015,2,16,Yes,1
267,male,30,2015,2,16,No,0
201,male,30,2015,2,16,No,0
246,female,30,2015,2,16,No,0
4,male,40,2015,2,16,Yes,1
87,female,30,2015,2,16,No,0
95,male,30,2015,2,16,No,0
95,male,30,2015,2,16,No,0
278,female,40,2015,2,16,No,0
276,male,30,2015,2,16,Yes,1
276,male,30,2015,2,16,Yes,1
277,male,30,2015,2,16,Yes,2
127,female,30,2015,2,16,No,0
5,male,40,2015,2,16,No,0
247,male,30,2015,2,17,No,0
276,male,30,2015,2,17,No,0
288,female,30,2015,2,17,No,0
4,male,40,2015,2,17,No,0
201,male,30,2015,2,17,No,0
225,female,30,2015,2,17,No,0
87,female,30,2015,2,17,Yes,1
293,female,30,2015,2,17,No,0
277,male,30,2015,2,17,No,0
275,female,30,2015,2,17,Yes,1
127,female,30,2015,2,17,No,0
221,female,30,2015,2,17,No,0
201,male,30,2015,2,18,No,0
288,female,30,2015,2,18,No,0
225,female,30,2015,2,18,Yes,1
87,female,30,2015,2,18,Yes,1
127,female,30,2015,2,18,No,0
221,female,30,2015,2,18,No,0
246,female,30,2015,2,19,No,0
201,male,30,2015,2,19,No,0
304,female,70,2015,2,19,No,0
127,female,30,2015,2,19,Yes,1
221,female,30,2015,2,19,No,0
304,female,70,2015,2,20,No,0
4,male,40,2015,2,20,Yes,4
246,female,30,2015,2,20,No,0
201,male,30,2015,2,20,No,0
308,female,21,2015,2,20,No,0
309,male,50,2015,2,20,No,0
127,female,30,2015,2,20,No,0
239,male,40,2015,2,21,No,0
4,male,40,2015,2,21,No,0
276,male,30,2015,2,21,Yes,5
201,male,30,2015,2,21,No,0
225,female,30,2015,2,21,Yes,1
304,female,70,2015,2,21,No,0
5,male,40,2015,2,21,Yes,3
5,male,40,2015,2,21,Yes,3
5,male,40,2015,2,21,Yes,3
5,male,40,2015,2,21,Yes,3
308,female,21,2015,2,21,No,0
305,female,60,2015,2,21,Yes,2
127,female,30,2015,2,21,No,0
201,male,30,2015,2,22,No,0
239,male,40,2015,2,22,No,0
19,male,40,2015,2,22,No,0
308,female,21,2015,2,22,No,0
307,male,30,2015,2,22,Yes,2
127,female,30,2015,2,22,Yes,3
305,female,60,2015,2,22,Yes,1
4,male,40,2015,2,22,No,0
314,female,70,2015,2,23,No,0
246,female,30,2015,2,23,No,0
201,male,30,2015,2,23,No,0
4,male,40,2015,2,23,No,0
308,female,21,2015,2,23,No,0
127,female,30,2015,2,23,Yes,1
239,male,40,2015,2,23,No,0
87,female,30,2015,2,23,No,0
307,male,30,2015,2,23,No,0
201,male,30,2015,2,24,No,0
246,female,30,2015,2,24,No,0
87,female,30,2015,2,24,Yes,5
239,male,40,2015,2,24,Yes,2
308,female,21,2015,2,24,No,0
127,female,30,2015,2,24,Yes,1
4,male,40,2015,2,24,No,0
314,female,70,2015,2,24,No,0
246,female,30,2015,2,25,No,0
4,male,40,2015,2,25,Yes,1
201,male,30,2015,2,25,No,0
87,female,30,2015,2,25,Yes,1
200,male,30,2015,2,25,No,0
314,female,70,2015,2,25,Yes,1
127,female,30,2015,2,25,Yes,2
326,female,30,2015,2,25,Yes,1
319,female,40,2015,2,25,No,0
325,male,40,2015,2,26,No,0
4,male,40,2015,2,26,No,0
201,male,30,2015,2,26,No,0
321,female,30,2015,2,26,No,0
246,female,30,2015,2,26,No,0
87,female,30,2015,2,26,No,0
327,female,30,2015,2,26,No,0
127,female,30,2015,2,26,Yes,1
319,female,40,2015,2,26,No,0
325,male,40,2015,2,27,No,0
337,male,30,2015,2,27,Yes,1
201,male,30,2015,2,27,No,0
4,male,40,2015,2,27,Yes,3
246,female,30,2015,2,27,No,0
286,female,30,2015,2,27,No,0
344,female,40,2015,2,27,Yes,2
321,female,30,2015,2,27,No,0
127,female,30,2015,2,27,Yes,1
246,female,30,2015,2,28,No,1
246,female,30,2015,2,28,Yes,1
4,male,40,2015,2,28,No,0
348,male,40,2015,2,28,No,0
127,female,30,2015,2,28,No,0
348,male,40,2015,3,1,No,0
4,male,40,2015,3,1,No,0
246,female,30,2015,3,1,No,0
246,female,30,2015,3,1,No,0
239,male,40,2015,3,2,No,0
201,male,30,2015,3,2,No,0
4,male,40,2015,3,2,No,0
95,male,30,2015,3,2,No,0
246,female,30,2015,3,2,No,0
350,female,40,2015,3,2,No,0
200,male,30,2015,3,3,No,0
4,male,40,2015,3,3,No,0
247,male,30,2015,3,3,No,0
201,male,30,2015,3,3,No,0
246,female,30,2015,3,3,No,0
2,female,40,2015,3,3,No,0
352,male,50,2015,3,3,Yes,1
87,female,30,2015,3,3,Yes,3
350,female,40,2015,3,3,No,0
2,female,40,2015,3,4,No,0
247,male,30,2015,3,4,Yes,1
201,male,30,2015,3,4,No,0
4,male,40,2015,3,4,No,0
87,female,30,2015,3,4,Yes,5
327,female,30,2015,3,4,Yes,1
127,female,30,2015,3,4,No,0
350,female,40,2015,3,4,No,0
360,female,30,2015,3,4,Yes,1
201,male,30,2015,3,5,No,0
2,female,40,2015,3,5,No,0
239,male,40,2015,3,5,No,0
4,male,40,2015,3,5,No,0
87,female,30,2015,3,5,Yes,8
366,female,30,2015,3,5,No,0
350,female,40,2015,3,5,No,0
127,female,30,2015,3,5,No,0
367,female,40,2015,3,5,Yes,1
327,female,30,2015,3,5,Yes,1
338,female,99,2015,3,6,No,0
201,male,30,2015,3,6,No,0
367,female,40,2015,3,6,No,0
246,female,30,2015,3,6,No,0
327,female,30,2015,3,6,Yes,1
127,female,30,2015,3,6,Yes,1
246,female,30,2015,3,7,No,0
201,male,30,2015,3,7,No,0
127,female,30,2015,3,7,No,0
201,male,30,2015,3,8,No,0
309,male,50,2015,3,8,No,0
4,male,40,2015,3,8,No,0
87,female,30,2015,3,8,Yes,1
201,male,30,2015,3,9,No,0
2,female,40,2015,3,9,Yes,1
4,male,40,2015,3,9,No,0
87,female,30,2015,3,9,No,0
327,female,30,2015,3,9,No,0
239,male,40,2015,3,9,Yes,2
2,female,40,2015,3,10,No,0
201,male,30,2015,3,10,No,0
321,female,30,2015,3,10,Yes,1
239,male,40,2015,3,10,No,0
4,male,40,2015,3,10,No,0
87,female,30,2015,3,10,No,0
276,male,30,2015,3,10,No,0
127,female,30,2015,3,10,No,0
367,female,40,2015,3,11,No,0
4,male,40,2015,3,11,No,0
2,female,40,2015,3,11,No,0
201,male,30,2015,3,11,No,0
376,male,40,2015,3,11,Yes,2
87,female,30,2015,3,11,No,0
127,female,30,2015,3,11,No,0
327,female,30,2015,3,12,No,0
201,male,30,2015,3,12,No,0
4,male,40,2015,3,12,No,0
384,male,40,2015,3,12,No,0
127,female,30,2015,3,12,No,0
4,male,40,2015,3,13,No,0
201,male,30,2015,3,13,No,0
379,female,60,2015,3,13,No,0
327,female,30,2015,3,13,No,0
127,female,30,2015,3,13,No,0
327,female,30,2015,3,14,No,0
201,male,30,2015,3,14,No,0
247,male,30,2015,3,14,Yes,2
4,male,40,2015,3,14,No,0
402,male,30,2015,3,14,Yes,1
127,female,30,2015,3,14,Yes,2
87,female,30,2015,3,14,Yes,2
276,male,30,2015,3,15,No,0
201,male,30,2015,3,15,No,0
4,male,40,2015,3,15,No,0
247,male,30,2015,3,15,No,0
321,female,30,2015,3,15,No,0
2,female,40,2015,3,15,Yes,0
2,female,40,2015,3,15,No,0
402,male,30,2015,3,15,No,0
201,male,30,2015,3,16,No,0
2,female,40,2015,3,16,No,0
340,male,30,2015,3,16,Yes,2
247,male,30,2015,3,16,No,0
4,male,40,2015,3,16,No,0
396,male,30,2015,3,16,No,0
2,female,40,2015,3,17,Yes,0
2,female,40,2015,3,17,No,0
201,male,30,2015,3,17,No,0
247,male,30,2015,3,17,No,0
4,male,40,2015,3,17,No,0
27,male,30,2015,3,17,No,0
327,female,30,2015,3,17,No,0
407,male,30,2015,3,18,No,0
321,female,30,2015,3,18,No,0
2,female,40,2015,3,18,No,0
408,female,40,2015,3,18,Yes,1
4,male,40,2015,3,18,No,0
247,male,30,2015,3,18,Yes,1
327,female,30,2015,3,18,No,0
201,male,30,2015,3,18,No,0
407,male,30,2015,3,18,No,0
407,male,30,2015,3,19,No,0
2,female,40,2015,3,19,No,0
327,female,30,2015,3,19,No,0
201,male,30,2015,3,19,No,0
127,female,30,2015,3,19,No,0
327,female,30,2015,3,20,No,0
127,female,30,2015,3,20,Yes,1
360,female,30,2015,3,21,Yes,2
327,female,30,2015,3,21,No,0
127,female,30,2015,3,21,Yes,1
404,female,30,2015,3,21,No,0
327,female,30,2015,3,22,No,0
127,female,30,2015,3,22,No,0
4,male,40,2015,3,23,No,0
2,female,40,2015,3,23,No,0
327,female,30,2015,3,23,No,0
205,male,50,2015,3,23,Yes,1
127,female,30,2015,3,23,No,0
421,male,70,2015,3,24,Yes,2
428,female,50,2015,3,24,No,0
2,female,40,2015,3,24,No,0
4,male,40,2015,3,24,Yes,1
327,female,30,2015,3,24,No,0
433,male,30,2015,3,24,No,0
432,female,40,2015,3,24,Yes,1
434,female,50,2015,3,24,No,0
127,female,30,2015,3,24,Yes,1
432,female,40,2015,3,24,Yes,1
348,male,40,2015,3,25,Yes,1
2,female,40,2015,3,25,No,0
423,female,60,2015,3,25,No,0
432,female,40,2015,3,25,No,0
4,male,40,2015,3,25,Yes,2
327,female,30,2015,3,25,No,0
442,female,30,2015,3,25,Yes,2
348,male,40,2015,3,26,Yes,4
2,female,40,2015,3,26,No,0
201,male,30,2015,3,26,No,0
445,female,30,2015,3,26,Yes,5
429,female,60,2015,3,26,No,0
4,male,40,2015,3,26,No,0
321,female,30,2015,3,26,No,0
327,female,30,2015,3,26,No,0
59,female,40,2015,3,26,No,0
327,female,30,2015,3,27,No,0
4,male,40,2015,3,27,No,0
127,female,30,2015,3,27,No,0
4,male,40,2015,3,28,Yes,1
327,female,30,2015,3,28,No,0
433,male,30,2015,3,28,No,0
127,female,30,2015,3,28,No,0
284,female,30,2015,3,28,No,0
440,male,60,2015,3,29,No,0
327,female,30,2015,3,29,No,0
127,female,30,2015,3,29,No,0
4,male,40,2015,3,29,No,0
2,female,40,2015,3,30,Yes,1
438,male,30,2015,3,30,No,0
454,female,30,2015,3,30,No,0
4,male,40,2015,3,30,No,0
327,female,30,2015,3,30,No,0
440,male,60,2015,3,30,Yes,1
284,female,30,2015,3,31,No,0
460,male,30,2015,3,31,Yes,2
471,female,30,2015,3,31,No,0
517,male,21,2015,3,31,No,0
557,female,30,2015,3,31,No,0
479,female,40,2015,3,31,No,0
499,female,30,2015,3,31,No,0
570,female,30,2015,3,31,No,0
552,female,21,2015,3,31,No,0
408,female,40,2015,3,31,No,0
540,male,40,2015,3,31,Yes,3
467,female,30,2015,3,31,Yes,2
536,female,30,2015,3,31,No,0
492,female,30,2015,3,31,No,0
564,female,30,2015,3,31,No,0
633,male,30,2015,3,31,No,0
478,male,40,2015,3,31,No,0
567,male,30,2015,3,31,Yes,1
554,female,40,2015,3,31,Yes,2
584,female,30,2015,3,31,No,0
677,female,21,2015,3,31,No,0
505,female,40,2015,3,31,No,0
621,female,30,2015,3,31,No,0
559,female,30,2015,3,31,No,0
587,female,21,2015,3,31,No,0
629,female,30,2015,3,31,Yes,1
698,female,30,2015,3,31,Yes,8
608,female,30,2015,3,31,No,0
672,female,30,2015,3,31,No,0
794,male,30,2015,3,31,Yes,1
827,male,50,2015,3,31,No,0
837,female,30,2015,3,31,No,0
819,male,30,2015,3,31,No,0
759,female,21,2015,3,31,No,0
513,female,30,2015,3,31,No,0
765,female,30,2015,3,31,No,0
756,female,30,2015,3,31,No,0
327,female,30,2015,3,31,No,0
852,female,30,2015,3,31,No,0
890,female,99,2015,3,31,No,0
671,female,21,2015,3,31,Yes,3
659,female,30,2015,3,31,No,0
888,female,30,2015,3,31,No,0
632,female,30,2015,3,31,Yes,1
719,female,50,2015,3,31,No,0
835,female,40,2015,3,31,No,0
866,female,30,2015,3,31,No,0
930,female,50,2015,3,31,No,0
720,female,30,2015,3,31,Yes,1
705,female,30,2015,3,31,No,0
913,female,21,2015,3,31,No,0
910,female,21,2015,3,31,No,0
877,female,30,2015,3,31,No,0
804,female,50,2015,3,31,No,0
747,male,30,2015,3,31,Yes,3
856,female,30,2015,3,31,No,0
854,female,60,2015,3,31,No,0
812,female,70,2015,3,31,No,0
859,female,40,2015,3,31,No,0
883,female,21,2015,3,31,No,0
842,female,40,2015,3,31,No,0
1011,male,40,2015,3,31,No,0
520,female,30,2015,3,31,No,0
826,male,50,2015,3,31,Yes,6
801,female,60,2015,3,31,Yes,3
851,female,50,2015,3,31,Yes,1
996,female,21,2015,3,31,No,0
967,female,60,2015,3,31,No,0
823,male,70,2015,3,31,No,0
723,female,30,2015,3,31,No,0
867,male,70,2015,3,31,No,0
622,female,30,2015,3,31,Yes,5
786,male,70,2015,3,31,No,0
793,male,30,2015,3,31,Yes,4
1017,female,30,2015,3,31,No,0
785,male,40,2015,3,31,No,0
845,female,50,2015,3,31,No,0
907,female,70,2015,3,31,No,0
1000,female,30,2015,3,31,No,0
1012,male,50,2015,3,31,No,0
1002,female,30,2015,3,31,No,0
1010,male,40,2015,3,31,No,0
100,male,50,2015,3,31,No,0
476,female,21,2015,3,31,No,0
623,female,40,2015,3,31,No,0
1065,female,30,2015,3,31,No,0
977,male,30,2015,3,31,No,0
1097,female,40,2015,3,31,No,0
1004,female,40,2015,3,31,No,0
1105,female,30,2015,3,31,Yes,1
638,female,30,2015,3,31,No,0
1101,female,70,2015,3,31,No,0
1048,female,70,2015,3,31,No,0
1148,female,30,2015,3,31,Yes,3
1043,male,70,2015,3,31,No,0
994,female,30,2015,3,31,No,0
1106,female,30,2015,3,31,No,0
1121,female,30,2015,3,31,No,0
1170,female,21,2015,3,31,No,0
671,female,21,2015,3,31,Yes,3
551,female,30,2015,3,31,No,0
1176,female,21,2015,3,31,No,0
1146,female,70,2015,3,31,No,0
1115,female,30,2015,3,31,No,0
1061,female,21,2015,3,31,No,0
1135,female,21,2015,3,31,No,0
1034,female,30,2015,3,31,No,0
1108,female,40,2015,3,31,No,0
1192,female,60,2015,3,31,No,0
1142,male,40,2015,3,31,No,0
729,male,30,2015,3,31,No,0
1225,female,30,2015,3,31,No,0
640,female,30,2015,3,31,No,0
1239,female,21,2015,3,31,No,0
651,male,21,2015,3,31,No,0
651,male,21,2015,3,31,No,0
1184,female,99,2015,3,31,Yes,1
1287,male,30,2015,3,31,No,0
1245,female,30,2015,3,31,No,0
1222,female,30,2015,3,31,No,0
1209,female,21,2015,3,31,No,0
1317,female,30,2015,3,31,No,0
1193,female,30,2015,3,31,Yes,4
1334,female,40,2015,3,31,Yes,1
1220,female,30,2015,3,31,No,0
1255,female,30,2015,3,31,No,0
1227,female,30,2015,3,31,No,0
1272,female,40,2015,3,31,No,0
1301,male,40,2015,3,31,Yes,2
1296,male,30,2015,3,31,No,0
1359,female,30,2015,3,31,No,0
1260,female,30,2015,3,31,No,0
1281,female,30,2015,3,31,Yes,1
1286,female,30,2015,3,31,No,0
1381,female,30,2015,3,31,No,0
946,female,30,2015,3,31,No,0
1399,female,30,2015,3,31,No,0
764,male,30,2015,3,31,No,0
1299,male,30,2015,3,31,No,0
1341,male,30,2015,3,31,Yes,4
1285,male,30,2015,3,31,Yes,2
1364,female,50,2015,3,31,No,0
1234,male,40,2015,3,31,No,0
1450,female,50,2015,3,31,No,0
1523,male,60,2015,3,31,No,0
1539,male,30,2015,3,31,Yes,2
1527,female,30,2015,3,31,Yes,1
1461,female,50,2015,3,31,No,0
1567,female,30,2015,3,31,No,0
1500,female,50,2015,3,31,No,0
1403,male,21,2015,3,31,No,0
1196,male,30,2015,3,31,Yes,6
1610,female,30,2015,3,31,No,0
1606,female,30,2015,3,31,No,0
1504,female,70,2015,3,31,No,0
1153,female,30,2015,3,31,No,0
1425,male,40,2015,3,31,No,0
1464,female,60,2015,3,31,No,0
1411,female,40,2015,3,31,No,0
1466,female,21,2015,3,31,No,0
1573,female,21,2015,3,31,No,0
1324,female,40,2015,3,31,No,0
1549,female,30,2015,3,31,No,0
1424,male,21,2015,3,31,No,0
2,female,40,2015,3,31,Yes,1
1414,female,70,2015,3,31,No,0
1212,male,30,2015,3,31,No,0
1611,male,21,2015,3,31,No,0
1130,female,30,2015,3,31,No,0
1472,female,60,2015,3,31,No,0
1172,male,40,2015,3,31,No,0
1635,female,30,2015,3,31,No,0
1558,female,30,2015,3,31,No,0
1545,female,30,2015,3,31,No,0
1370,female,50,2015,3,31,No,0
1602,male,40,2015,3,31,No,0
1454,female,60,2015,3,31,No,0
1520,female,60,2015,3,31,No,0
1492,male,70,2015,3,31,No,0
1331,female,30,2015,3,31,No,0
1377,female,30,2015,3,31,No,0
1499,female,21,2015,3,31,No,0
1459,female,70,2015,3,31,No,0
1657,female,30,2015,3,31,Yes,1
1599,female,70,2015,3,31,No,0
1428,female,21,2015,3,31,No,0
1630,female,30,2015,3,31,Yes,1
949,female,50,2015,3,31,No,0
1628,male,50,2015,3,31,No,0
1339,female,21,2015,3,31,Yes,2
1587,male,30,2015,3,31,No,0
1543,female,70,2015,3,31,No,0
1648,female,21,2015,3,31,No,0
1615,female,60,2015,3,31,No,0
1623,female,70,2015,3,31,No,0
927,female,30,2015,3,31,No,0
1575,male,30,2015,3,31,No,0
1719,female,30,2015,3,31,No,0
1535,female,60,2015,3,31,No,0
59,female,40,2015,3,31,No,0
1713,male,99,2015,3,31,No,0
1623,female,70,2015,3,31,No,0
1655,female,30,2015,3,31,No,0
1708,male,30,2015,3,31,Yes,1
1734,female,30,2015,3,31,No,0
1730,female,40,2015,3,31,No,0
1283,female,30,2015,3,31,No,0
1237,female,40,2015,3,31,No,0
1720,female,21,2015,3,31,No,0
961,female,30,2015,3,31,No,0
1388,female,30,2015,3,31,No,0
1679,male,30,2015,3,31,No,0
1544,male,70,2015,3,31,No,0
1721,female,40,2015,3,31,Yes,2
1718,female,40,2015,3,31,No,0
1695,female,30,2015,3,31,No,0
1289,female,30,2015,3,31,Yes,2
1799,female,30,2015,3,31,No,0
1761,male,60,2015,3,31,No,0
1765,female,21,2015,3,31,No,0
1778,male,30,2015,3,31,No,0
1820,female,21,2015,3,31,No,0
1833,female,30,2015,3,31,No,0
1666,female,30,2015,3,31,No,0
4,male,40,2015,3,31,No,0
1532,female,50,2015,3,31,No,0
1838,female,21,2015,3,31,No,0
1828,female,30,2015,3,31,No,0
1801,female,21,2015,3,31,No,0
1825,male,50,2015,3,31,No,0
1813,female,30,2015,3,31,No,0
1821,female,30,2015,3,31,No,0
508,female,30,2015,3,31,No,0
1786,female,50,2015,3,31,No,0
1435,female,60,2015,3,31,No,0
1807,female,30,2015,3,31,No,0
1822,male,30,2015,3,31,No,0
1882,female,21,2015,3,31,No,0
1832,female,60,2015,3,31,No,0
1877,female,30,2015,3,31,No,0
1187,female,30,2015,3,31,No,0
616,female,60,2015,3,31,No,0
1858,male,40,2015,3,31,Yes,2
502,female,50,2015,3,31,Yes,1
1870,male,40,2015,3,31,Yes,3
1872,female,30,2015,3,31,No,0
1891,female,30,2015,3,31,No,0
1880,male,21,2015,3,31,No,0
1911,female,30,2015,3,31,No,0
1868,female,30,2015,3,31,No,0
1486,female,60,2015,3,31,No,0
1918,female,21,2015,3,31,No,0
1874,female,21,2015,3,31,No,0
1888,female,50,2015,3,31,No,0
1924,male,30,2015,3,31,No,0
1671,female,21,2015,3,31,No,0
1722,female,30,2015,3,31,No,0
1916,male,50,2015,3,31,No,0
1915,female,30,2015,3,31,No,0
618,female,30,2015,3,31,No,0
1548,male,70,2015,3,31,No,0
1955,female,30,2015,3,31,No,0
510,male,30,2015,3,31,No,0
1925,female,30,2015,3,31,No,0
1949,female,21,2015,3,31,No,0
1122,female,21,2015,3,31,No,0
1908,female,21,2015,3,31,No,0
1987,female,40,2015,3,31,No,0
1968,female,30,2015,3,31,No,0
1967,female,30,2015,3,31,No,0
1993,female,30,2015,3,31,No,0
1934,male,21,2015,3,31,No,0
1997,female,21,2015,3,31,No,0
1976,male,30,2015,3,31,No,0
997,female,60,2015,3,31,Yes,2
1840,female,99,2015,3,31,No,0
1882,female,21,2015,3,31,No,0
2024,male,60,2015,3,31,No,0
1111,female,30,2015,3,31,No,0
2012,female,30,2015,3,31,No,0
502,female,50,2015,3,31,Yes,1
1947,female,70,2015,3,31,No,0
2047,female,30,2015,3,31,No,0
2016,female,30,2015,3,31,No,0
2028,female,21,2015,3,31,No,0
1291,female,30,2015,3,31,No,0
2056,female,30,2015,3,31,No,0
2050,female,40,2015,3,31,No,0
2062,female,30,2015,3,31,No,0
2055,female,30,2015,4,1,No,0
2066,female,50,2015,4,1,Yes,1
1301,male,40,2015,4,1,Yes,1
1876,male,30,2015,4,1,No,0
1454,female,60,2015,4,1,No,0
2093,female,70,2015,4,1,No,0
2082,male,50,2015,4,1,No,0
1657,female,30,2015,4,1,No,0
1838,female,21,2015,4,1,No,0
2077,female,40,2015,4,1,No,0
854,female,60,2015,4,1,Yes,2
1870,male,40,2015,4,1,No,0
1532,female,50,2015,4,1,No,0
1890,female,30,2015,4,1,Yes,1
786,male,70,2015,4,1,No,0
1193,female,30,2015,4,1,Yes,2
2110,female,70,2015,4,1,Yes,2
2100,female,30,2015,4,1,No,0
1472,female,60,2015,4,1,No,0
765,female,30,2015,4,1,No,0
100,male,50,2015,4,1,No,0
1893,female,30,2015,4,1,No,0
629,female,30,2015,4,1,Yes,3
638,female,30,2015,4,1,Yes,3
478,male,40,2015,4,1,No,0
1713,male,99,2015,4,1,No,0
